name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Washington,DC,USA",2023-02-18T02:00:00,6.1,2.6,-3.7,49.34,0,14.3,,0,0,49.2,19.3,295.8,1020,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T03:00:00,5.4,1.7,-4.5,49.01,0,14.3,,0,0,49.1,19.2,297.2,1021,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T04:00:00,4.7,0.8,-5.2,48.67,0,14.3,,0,0,49,19.1,298.5,1022,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T05:00:00,4,-0.1,-6.1,48.1,0,14.3,,0,0,48.5,18.7,300.6,1023.3,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T06:00:00,3.3,-0.9,-6.8,47.53,0,14.3,,0,0,48,18.4,302.6,1024.7,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T07:00:00,2.6,-1.7,-7.6,46.96,0,14.3,,0,0,47.5,18,304.7,1026,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T08:00:00,2.6,-1.8,-8.6,43.48,0,14.3,,0,0,43.6,19.1,309,1027,100,24.1,61.7,0.2,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T09:00:00,2.7,-1.9,-9.5,40.22,0,14.3,,0,0,39.6,20.2,313.2,1028,100,24.1,123.3,0.4,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T10:00:00,2.8,-1.9,-10.4,37.19,0,14.3,,0,0,35.6,21.2,317.5,1029,100,24.1,185,0.7,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T11:00:00,3.5,-0.8,-10.6,34.86,0,14.3,,0,0,33.1,20,316.5,1029,100,24.1,302,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T12:00:00,4.3,0.3,-10.7,32.69,0,14.3,,0,0,30.6,18.8,315.5,1029,100,24.1,419,1.5,4,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T13:00:00,5.1,1.4,-10.8,30.66,0,14.3,,0,0,28.1,17.6,314.5,1029,100,24.1,536,1.9,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T14:00:00,5.5,2.2,-10.8,29.76,0,4.8,,0,0,25.4,16.2,318.8,1028.7,92.5,24.1,515.3,1.8,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T15:00:00,6,3,-10.8,28.89,0,4.8,,0,0,22.8,14.8,323.1,1028.3,85,24.1,494.7,1.8,5,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-18T16:00:00,6.5,3.8,-10.7,28.05,0,4.8,,0,0,20.2,13.3,327.4,1028,77.5,24.1,474,1.7,5,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-18T17:00:00,6,3.4,-10.8,28.67,0,4.8,,0,0,19,12.6,337.7,1028.7,85,24.1,337.7,1.2,3,10,Partially cloudy,partly-cloudy-day,
"Washington,DC,USA",2023-02-18T18:00:00,5.6,3,-10.9,29.31,0,4.8,,0,0,17.8,11.9,347.9,1029.3,92.5,24.1,201.3,0.7,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T19:00:00,5.2,2.6,-11,29.96,0,4.8,,0,0,16.6,11.2,358.2,1030,100,24.1,65,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T20:00:00,5,2.6,-11.3,29.66,0,4.8,,0,0,15.1,10.2,242.3,1030.3,100,24.1,43.3,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T21:00:00,4.8,2.5,-11.6,29.37,0,4.8,,0,0,13.7,9.2,126.4,1030.7,100,24.1,21.7,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T22:00:00,4.6,2.5,-11.9,29.07,0,4.8,,0,0,12.2,8.3,10.5,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-18T23:00:00,4.4,2.7,-11.3,30.8,0,4.8,,0,0,10.3,7.4,44.3,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T00:00:00,4.4,2.8,-10.7,32.62,0,4.8,,0,0,8.4,6.6,78.1,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T01:00:00,4.3,3,-10,34.54,0,4.8,,0,0,6.5,5.8,111.9,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T02:00:00,3.9,2.4,-9.5,36.69,0,9.5,,0,0,7.8,6.4,115.6,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T03:00:00,3.7,1.9,-9,38.97,0,9.5,,0,0,9.1,7,119.4,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T04:00:00,3.4,1.3,-8.5,41.38,0,9.5,,0,0,10.4,7.6,123.1,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T05:00:00,3.2,1.1,-8.2,43.08,0,9.5,,0,0,10.6,7.4,120.7,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T06:00:00,2.9,0.9,-7.9,44.83,0,9.5,,0,0,10.7,7.3,118.3,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T07:00:00,2.8,0.7,-7.5,46.66,0,9.5,,0,0,10.8,7.2,115.9,1031,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T08:00:00,3.4,1.2,-7.4,45.08,0,14.3,,0,0,11.9,8,121.9,1031.3,100,24.1,67,0.2,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T09:00:00,4,1.8,-7.3,43.56,0,14.3,,0,0,13,8.9,127.8,1031.7,100,24.1,134,0.5,1,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T10:00:00,4.7,2.3,-7.1,42.1,0,14.3,,0,0,14,9.7,133.8,1032,100,24.1,201,0.7,2,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T11:00:00,5.6,3.2,-7.1,39.66,0,14.3,,0,0,14.8,10.8,134,1031,100,24.1,319.3,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T12:00:00,6.5,4.1,-7,37.37,0,14.3,,0,0,15.5,11.9,134.2,1030,100,24.1,437.7,1.6,4,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T13:00:00,7.5,5.1,-6.9,35.24,0,14.3,,0,0,16.2,13,134.4,1029,100,24.1,556,2,6,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T14:00:00,7.5,5.1,-5.9,37.87,0,19,,0,0,16.3,13.1,134.1,1028.3,100,24.1,522,1.9,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T15:00:00,7.6,5.2,-4.9,40.67,0,19,,0,0,16.4,13.2,133.7,1027.7,100,24.1,488,1.7,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T16:00:00,7.7,5.3,-3.9,43.65,0,19,,0,0,16.6,13.3,133.4,1027,100,24.1,454,1.6,5,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T17:00:00,7.2,4.9,-3.2,47.72,0,19,,0,0,16.9,12,134.5,1027.3,100,24.1,322,1.1,3,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T18:00:00,6.7,4.6,-2.4,52.15,0,19,,0,0,17.3,10.7,135.5,1027.7,100,24.1,190,0.7,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T19:00:00,6.3,4.3,-1.6,56.99,0,19,,0,0,17.6,9.4,136.6,1028,100,24.1,58,0.2,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T20:00:00,5.9,3.9,-1.4,59.18,0,19,,0,0,17.5,9.4,130.5,1027.7,100,24.1,38.7,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T21:00:00,5.6,3.5,-1.2,61.45,0,19,,0,0,17.4,9.4,124.3,1027.3,100,24.1,19.3,0.1,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T22:00:00,5.3,3.1,-1,63.82,0,19,,0,0,17.3,9.4,118.2,1027,100,24.1,0,,0,10,Overcast,cloudy,
"Washington,DC,USA",2023-02-19T23:00:00,5.2,3.2,-0.8,65.07,0,19,,0,0,15.7,8.6,107.2,1026.3,100,24.1,0,,0,10,Overcast,cloudy,
